"alpha","beta","N.tot","S.frac","sigma","cv.abund","S.tot","alpha.const","slope.P","slope.E","slope.S1","mean.P.minus","mean.log.abund","E.happened","type"
0.99,0,1000,0.1,0.01,1,100,TRUE,-0.00826314683001507,0.875123916741352,0.883469276503774,0.99,2.03312827295468,TRUE,"Constant death"
0.01,0.4,1000,0.1,0.01,1,100,TRUE,-0.00357368588534994,0.0376645868301261,0.901152174536765,0.138129503099881,1.87503712663833,TRUE,"Positive DD"
0.1,0.4,1000,0.1,0.01,1,100,TRUE,-0.0160210552854264,0.633899856800126,0.90860209783899,0.441550954931336,1.89571509714817,TRUE,"Positive DD"
0.3,0.4,1000,0.1,0.01,1,100,TRUE,-0.0366215321885065,0.542306502002263,0.923964553866249,0.629603108197591,1.91582202008575,TRUE,"Positive DD"
0.5,0.4,1000,0.1,0.01,1,100,TRUE,-0.0479349179478913,0.668470193119907,0.88584967078366,0.774937870919801,1.99475543241101,TRUE,"Positive DD"
0.7,0.4,1000,0.1,0.01,1,100,TRUE,-0.0463857301165479,0.830383814751163,0.913573544245647,0.902530420813636,1.77225708687548,TRUE,"Positive DD"
0.9,0.4,1000,0.1,0.01,1,100,TRUE,-0.020887276008009,0.870202181390232,0.893638651453756,0.966273218398623,2.00279198503855,TRUE,"Positive DD"
0.99,0.4,1000,0.1,0.01,1,100,TRUE,-0.00180742757288588,0.884694055926725,0.8866138665124,0.996799620008997,1.91981471024347,TRUE,"Positive DD"
0.01,1,1000,0.1,0.01,1,100,TRUE,-0.0277108529494768,0.776941996592197,0.900036502130383,0.588175197125724,1.93483499858726,TRUE,"Positive DD"
0.1,1,1000,0.1,0.01,1,100,TRUE,-0.0471677250228623,0.78593009738406,0.903737824091676,0.822212639769738,1.98317096120725,TRUE,"Positive DD"
0.3,1,1000,0.1,0.01,1,100,TRUE,-0.0419043152778917,0.837750425451236,0.907232842212086,0.92552891291766,1.93556816681832,TRUE,"Positive DD"
0.5,1,1000,0.1,0.01,1,100,TRUE,-0.0345402288866378,0.873930808563352,0.911186754430291,0.960568447571565,1.93355177389051,TRUE,"Positive DD"
0.7,1,1000,0.1,0.01,1,100,TRUE,-0.0178800098567406,0.894189131632117,0.912187499543113,0.979985773859014,1.92141013113314,TRUE,"Positive DD"
0.9,1,1000,0.1,0.01,1,100,TRUE,-0.00832656432379578,0.877787845390342,0.886053560632919,0.995400978292535,1.95174019664197,TRUE,"Positive DD"
0.99,1,1000,0.1,0.01,1,100,TRUE,0,0.895877032114253,0.895877032114253,0.999538983553125,1.88232505840026,TRUE,"Positive DD"
0.01,4,1000,0.1,0.01,1,100,TRUE,-0.0312603946765772,0.847110063276703,0.91100439772925,0.870424496657382,1.84734082607356,TRUE,"Positive DD"
0.1,4,1000,0.1,0.01,1,100,TRUE,-0.0221547005024406,0.873210528283817,0.893536029062342,0.96047942583635,2.05742616959809,TRUE,"Positive DD"
0.3,4,1000,0.1,0.01,1,100,TRUE,-0.0105124140535761,0.875808968524291,0.887524317730566,0.981882293542365,1.94982934536042,TRUE,"Positive DD"
0.5,4,1000,0.1,0.01,1,100,TRUE,-0.0058861060557951,0.909435671409909,0.914463459609439,0.991777977786109,2.02816958585093,TRUE,"Positive DD"
0.7,4,1000,0.1,0.01,1,100,TRUE,-0.00460901872231853,0.906142210170608,0.910168756089486,0.99485802949016,1.88009867244506,TRUE,"Positive DD"
0.9,4,1000,0.1,0.01,1,100,TRUE,-0.0012045504396215,0.868489344914474,0.869622349396349,0.998829719238223,1.96326897990967,TRUE,"Positive DD"
0.99,4,1000,0.1,0.01,1,100,TRUE,0,0.938645430296367,0.938645430296367,0.999869842321207,1.88815418803494,TRUE,"Positive DD"
0.01,-4,100,0.2,0.01,1,20,TRUE,NA,NA,0.933829672834844,0.000419787171802914,1.29626007732837,FALSE,"Negative DD"
0.1,-4,100,0.2,0.01,1,20,TRUE,NA,NA,0.936522675588545,0.00454264373192065,1.26144807553608,FALSE,"Negative DD"
0.3,-4,100,0.2,0.01,1,20,TRUE,-0.00682001292056601,0.124703606577161,0.917910019933843,0.0201156525145451,1.20497887816933,TRUE,"Negative DD"
0.5,-4,100,0.2,0.01,1,20,TRUE,-0.00317494648276039,0.718911162173762,0.899313246212742,0.0357505422254983,1.25740135020367,TRUE,"Negative DD"
0.7,-4,100,0.2,0.01,1,20,TRUE,-0.00256117540675777,0.861299275504279,0.936969887404326,0.0616556496645804,1.40764755445551,TRUE,"Negative DD"
0.9,-4,100,0.2,0.01,1,20,TRUE,0.0116755655977081,0.990159589283465,0.935318075577519,0.152946373598056,1.37606971161258,TRUE,"Negative DD"
0.99,-4,100,0.2,0.01,1,20,TRUE,0.0249260664932058,0.952174673054118,0.940237288505266,0.343167921917991,1.19074885787361,TRUE,"Negative DD"
0.01,-1,100,0.2,0.01,1,20,TRUE,NA,NA,0.955925090449592,0.00102358982601397,1.48408484679758,FALSE,"Negative DD"
0.1,-1,100,0.2,0.01,1,20,TRUE,NA,NA,0.941228656662262,0.0155510458954309,1.26391682921297,FALSE,"Negative DD"
0.3,-1,100,0.2,0.01,1,20,TRUE,0.00413812497619574,0.999999999470555,0.937650834927088,0.0521873415614064,1.48294229579506,TRUE,"Negative DD"
0.5,-1,100,0.2,0.01,1,20,TRUE,-0.0116217100516055,-0.446184560382118,0.919192684211537,0.0947128510626924,1.29408921967671,TRUE,"Negative DD"
0.7,-1,100,0.2,0.01,1,20,TRUE,-0.00429613733038613,0.943892426038389,0.921919955701829,0.159950826900086,1.45957988261225,TRUE,"Negative DD"
0.9,-1,100,0.2,0.01,1,20,TRUE,-0.0384011474118974,0.779638926459924,0.93357957877477,0.46731221474937,1.4335490443452,TRUE,"Negative DD"
0.99,-1,100,0.2,0.01,1,20,TRUE,0.0269786273595264,0.93494620504798,0.92156095981588,0.557518088974875,1.19413248598468,TRUE,"Negative DD"
0.01,-0.4,100,0.2,0.01,1,20,TRUE,NA,NA,0.936217269551737,0.00528654065259512,1.31662464711899,FALSE,"Negative DD"
0.1,-0.4,100,0.2,0.01,1,20,TRUE,NA,NA,0.927930175440348,0.0440637129618767,1.24675394517873,FALSE,"Negative DD"
0.3,-0.4,100,0.2,0.01,1,20,TRUE,-0.0102190898729635,-0.446184560382118,0.933829672834844,0.171918704620471,1.38279472623808,TRUE,"Negative DD"
0.5,-0.4,100,0.2,0.01,1,20,TRUE,-0.0158790135993947,0.864608690865172,0.916470829159232,0.259951814683659,1.16439305992727,TRUE,"Negative DD"
0.7,-0.4,100,0.2,0.01,1,20,TRUE,-0.0416297148568203,0.718014451191078,0.916506582101035,0.546204470754841,1.31524994539635,TRUE,"Negative DD"
0.9,-0.4,100,0.2,0.01,1,20,TRUE,-0.03032073832132,0.868003264349926,0.909727633421244,0.73586727226117,1.40916937515256,TRUE,"Negative DD"
0.99,-0.4,100,0.2,0.01,1,20,TRUE,-0.0125919435586362,0.933871031141852,0.944147325616678,0.980707924966582,1.51769185490305,TRUE,"Negative DD"
0.01,0,100,0.2,0.01,1,20,TRUE,NA,NA,0.934120525995554,0.01,1.29624013392628,FALSE,"Constant death"
0.1,0,100,0.2,0.01,1,20,TRUE,-0.00746221572873602,-11.9470837354298,0.936392138185616,0.1,1.28458222437551,TRUE,"Constant death"
0.3,0,100,0.2,0.01,1,20,TRUE,-0.0199253336066832,-0.55804922503731,0.9455363567629,0.3,1.32288308282972,TRUE,"Constant death"
0.5,0,100,0.2,0.01,1,20,TRUE,-0.0501834007757497,-0.119735143155969,0.924050804656124,0.5,1.269783940616,TRUE,"Constant death"
0.7,0,100,0.2,0.01,1,20,TRUE,-0.0806823323404677,0.653126629245388,0.889112526146017,0.7,1.5202763002161,TRUE,"Constant death"
0.9,0,100,0.2,0.01,1,20,TRUE,-0.0168559614733144,0.913660955526476,0.915279137283015,0.9,1.36716201374052,TRUE,"Constant death"
0.99,0,100,0.2,0.01,1,20,TRUE,0,0.908223945157017,0.908223945157017,0.99,1.33759814389752,TRUE,"Constant death"
0.01,0.4,100,0.2,0.01,1,20,TRUE,NA,NA,0.941480834261147,0.0176930320605333,1.35210326612109,FALSE,"Positive DD"
0.1,0.4,100,0.2,0.01,1,20,TRUE,-0.00888933308022492,0.893952918745548,0.932452435834085,0.209561727799208,1.34067793281682,TRUE,"Positive DD"
0.3,0.4,100,0.2,0.01,1,20,TRUE,-0.043190292447046,0.555118260193019,0.920031547143948,0.451915436550772,1.64774120993028,TRUE,"Positive DD"
0.5,0.4,100,0.2,0.01,1,20,TRUE,-0.0550264888290877,0.753828629256512,0.917488520607756,0.653816243939122,1.46205582489113,TRUE,"Positive DD"
0.7,0.4,100,0.2,0.01,1,20,TRUE,-0.060127906953067,0.766252027146801,0.886222988696704,0.798791384161755,1.43025426274158,TRUE,"Positive DD"
0.9,0.4,100,0.2,0.01,1,20,TRUE,-0.0343733022999681,0.871600510399361,0.911783982421766,0.940107947413537,1.33260522004248,TRUE,"Positive DD"
0.99,0.4,100,0.2,0.01,1,20,TRUE,-0.00714345935316282,0.871277346453367,0.882162756259469,0.994960427786335,1.31440661750213,TRUE,"Positive DD"
0.01,1,100,0.2,0.01,1,20,TRUE,-0.0106484633970376,-0.446184560382118,0.928474995285858,0.327820566073601,1.366243593425,TRUE,"Positive DD"
0.1,1,100,0.2,0.01,1,20,TRUE,-0.0519400084182571,0.448448382537514,0.915554940389632,0.522100481751146,1.45732902508269,TRUE,"Positive DD"
0.3,1,100,0.2,0.01,1,20,TRUE,-0.0219683740627855,0.854397092992313,0.934878950928248,0.856719583231757,1.39914757269186,TRUE,"Positive DD"
0.5,1,100,0.2,0.01,1,20,TRUE,-0.0186571661329755,0.837917720549915,0.884440548807163,0.893505908793582,1.40729657331589,TRUE,"Positive DD"
0.7,1,100,0.2,0.01,1,20,TRUE,-0.0109341097835796,0.952965696651763,0.962395280221647,0.950400091200003,1.37093435363541,TRUE,"Positive DD"
0.9,1,100,0.2,0.01,1,20,TRUE,-0.00242469754771253,0.941175384496759,0.944374143596129,0.988058432584039,1.36053701643494,TRUE,"Positive DD"
0.99,1,100,0.2,0.01,1,20,TRUE,0,0.897642559710279,0.897642559710279,0.998807209328452,1.25406003949987,TRUE,"Positive DD"
0.01,4,100,0.2,0.01,1,20,TRUE,-0.00338979097953234,0.863996366215124,0.919182233211824,0.614626872263043,1.36336631420884,TRUE,"Positive DD"
0.1,4,100,0.2,0.01,1,20,TRUE,-0.0352658787772858,0.894447297441404,0.964915073331723,0.849662315335167,1.39194246283579,TRUE,"Positive DD"
0.3,4,100,0.2,0.01,1,20,TRUE,-0.0301342145986548,0.910325047763541,0.938187002917513,0.946504748819437,1.4628141925515,TRUE,"Positive DD"
0.5,4,100,0.2,0.01,1,20,TRUE,-0.0139282342087351,0.898883974434362,0.911855773266557,0.973035114195862,1.49885989007864,TRUE,"Positive DD"
0.7,4,100,0.2,0.01,1,20,TRUE,-0.0103702674223605,0.875433763026773,0.888030331903824,0.984952701177336,1.32056754644693,TRUE,"Positive DD"
0.9,4,100,0.2,0.01,1,20,TRUE,0,0.954324885383711,0.954324885383711,0.997374631051948,1.55999680541395,TRUE,"Positive DD"
0.99,4,100,0.2,0.01,1,20,TRUE,0,0.944134029065245,0.944134029065245,0.999607606610431,1.35823801875979,TRUE,"Positive DD"
0.01,-4,1000,0.2,0.01,1,200,TRUE,NA,NA,0.930920480805266,0.000373533468382368,1.38762671838773,FALSE,"Negative DD"
0.1,-4,1000,0.2,0.01,1,200,TRUE,0.0012717594907312,0.999999998909924,0.925532844725138,0.00448970965393359,1.29314383713748,TRUE,"Negative DD"
0.3,-4,1000,0.2,0.01,1,200,TRUE,-0.00470391297127493,0.682456799552986,0.908079138479331,0.0132664587600532,1.42690698511832,TRUE,"Negative DD"
0.5,-4,1000,0.2,0.01,1,200,TRUE,0.00103237756630165,0.94878738928273,0.911037394462837,0.0299627636025962,1.36313135829121,TRUE,"Negative DD"
0.7,-4,1000,0.2,0.01,1,200,TRUE,0.000261445080848292,0.919318115103439,0.928792681163651,0.056776663226267,1.33704079762924,TRUE,"Negative DD"
0.9,-4,1000,0.2,0.01,1,200,TRUE,0.00499353868250469,0.949677686438019,0.92535180733592,0.146918576279909,1.34203161986836,TRUE,"Negative DD"
0.99,-4,1000,0.2,0.01,1,200,TRUE,0.00239871170660626,0.929993448396268,0.924929996414758,0.36641780941516,1.28847858196372,TRUE,"Negative DD"
0.01,-1,1000,0.2,0.01,1,200,TRUE,NA,NA,0.927526811691374,0.00129441348028339,1.3223177477928,FALSE,"Negative DD"
0.1,-1,1000,0.2,0.01,1,200,TRUE,0.00083779926717703,0.999999999999992,0.92447536950125,0.0138170790867919,1.35477966668078,TRUE,"Negative DD"
0.3,-1,1000,0.2,0.01,1,200,TRUE,-0.00394496273531212,0.846224421089665,0.924488757499725,0.0462643769731039,1.36840468696035,TRUE,"Negative DD"
0.5,-1,1000,0.2,0.01,1,200,TRUE,0.000805074564599313,0.958824256804174,0.933086940059786,0.0933383814303692,1.3486930458183,TRUE,"Negative DD"
0.7,-1,1000,0.2,0.01,1,200,TRUE,-0.00189966045763824,0.917402424873471,0.924088536593064,0.169234876730162,1.34746449987162,TRUE,"Negative DD"
0.9,-1,1000,0.2,0.01,1,200,TRUE,-0.000701036154334839,0.908637837472586,0.928668981866503,0.362155325395594,1.30189087455332,TRUE,"Negative DD"
0.99,-1,1000,0.2,0.01,1,200,TRUE,-0.00146303374027091,0.927796110608396,0.930568773426163,0.644391163018976,1.36159024995745,TRUE,"Negative DD"
0.01,-0.4,1000,0.2,0.01,1,200,TRUE,0.000858120134878804,0.999999999999992,0.928644122539958,0.00506032104495186,1.34814935241523,TRUE,"Negative DD"
0.1,-0.4,1000,0.2,0.01,1,200,TRUE,0.000352516655878059,0.980524908446881,0.934072351163122,0.0537352154557781,1.36143491250231,TRUE,"Negative DD"
0.3,-0.4,1000,0.2,0.01,1,200,TRUE,-0.00383491726119468,0.859837237798554,0.927374805168052,0.168954795799758,1.35090748919943,TRUE,"Negative DD"
0.5,-0.4,1000,0.2,0.01,1,200,TRUE,-0.0212270841383389,0.77740527992194,0.93893541801527,0.329478563498968,1.36921290687452,TRUE,"Negative DD"
0.7,-0.4,1000,0.2,0.01,1,200,TRUE,-0.0168300799860467,0.897566936372927,0.935364805419567,0.497868873459104,1.32770511742641,TRUE,"Negative DD"
0.9,-0.4,1000,0.2,0.01,1,200,TRUE,-0.0338705476682731,0.864591957559567,0.921715158816559,0.707599597329984,1.33610171602462,TRUE,"Negative DD"
0.99,-0.4,1000,0.2,0.01,1,200,TRUE,-0.00792413919228891,0.919263072190602,0.925071489149821,0.974820161137534,1.39190691893784,TRUE,"Negative DD"
0.01,0,1000,0.2,0.01,1,200,TRUE,0.000439111209746296,0.999999999470555,0.923587324938151,0.01,1.35058234596668,TRUE,"Constant death"
0.1,0,1000,0.2,0.01,1,200,TRUE,-0.00716535098648703,0.726937895445722,0.930165505574754,0.1,1.29509518851717,TRUE,"Constant death"
0.3,0,1000,0.2,0.01,1,200,TRUE,-0.0153906230118418,0.679031365868155,0.920799279608463,0.3,1.41977915292049,TRUE,"Constant death"
0.5,0,1000,0.2,0.01,1,200,TRUE,-0.0256438741933423,0.787928019955304,0.922106400977551,0.5,1.360156419543,TRUE,"Constant death"
0.7,0,1000,0.2,0.01,1,200,TRUE,-0.0297759665965815,0.85932927643233,0.933775501435012,0.7,1.37828352202084,TRUE,"Constant death"
0.9,0,1000,0.2,0.01,1,200,TRUE,-0.0259976957017174,0.893852199548988,0.926068567052888,0.9,1.34966962247298,TRUE,"Constant death"
0.99,0,1000,0.2,0.01,1,200,TRUE,-0.00454589063859431,0.929401510102781,0.932933477420849,0.99,1.35846061546716,TRUE,"Constant death"
0.01,0.4,1000,0.2,0.01,1,200,TRUE,-0.00029046426186795,0.906456713015943,0.935166394800821,0.0376760725400059,1.35660004412069,TRUE,"Positive DD"
0.1,0.4,1000,0.2,0.01,1,200,TRUE,-0.00602638408637931,0.683552530710523,0.925229439665549,0.213064980052138,1.29400238910603,TRUE,"Positive DD"
0.3,0.4,1000,0.2,0.01,1,200,TRUE,-0.0170360158461515,0.820791337743589,0.936006333765899,0.488239918997249,1.36746783190696,TRUE,"Positive DD"
0.5,0.4,1000,0.2,0.01,1,200,TRUE,-0.0265759011033787,0.864856707675848,0.936423701365134,0.703972465198113,1.26960833880833,TRUE,"Positive DD"
0.7,0.4,1000,0.2,0.01,1,200,TRUE,-0.0365284600141315,0.860964533695389,0.932129996988651,0.832658181425961,1.29983281428863,TRUE,"Positive DD"
0.9,0.4,1000,0.2,0.01,1,200,TRUE,-0.0282133878320308,0.894166682982215,0.925062931636585,0.945281741869975,1.40767410603471,TRUE,"Positive DD"
0.99,0.4,1000,0.2,0.01,1,200,TRUE,-0.00173268063494323,0.930011869594439,0.931371894198867,0.994789080754592,1.38117312473947,TRUE,"Positive DD"
0.01,1,1000,0.2,0.01,1,200,TRUE,-0.00474277966426983,0.827816875378844,0.926227401097204,0.29400998537001,1.40430854368457,TRUE,"Positive DD"
0.1,1,1000,0.2,0.01,1,200,TRUE,-0.0422648477983539,0.632844390637417,0.91321491956299,0.64260253128362,1.27063297450519,TRUE,"Positive DD"
0.3,1,1000,0.2,0.01,1,200,TRUE,-0.043090590868485,0.807850474313198,0.916048227368628,0.818889471708577,1.37523034749584,TRUE,"Positive DD"
0.5,1,1000,0.2,0.01,1,200,TRUE,-0.0245567423995973,0.905900683833573,0.93271280938581,0.914894893261518,1.38028217833524,TRUE,"Positive DD"
0.7,1,1000,0.2,0.01,1,200,TRUE,-0.0217660380831383,0.892897205940853,0.918552724068708,0.954917739514231,1.37919840194652,TRUE,"Positive DD"
0.9,1,1000,0.2,0.01,1,200,TRUE,-0.00553649290948646,0.932417567096088,0.936718640483336,0.986694695565238,1.35634091833425,TRUE,"Positive DD"
0.99,1,1000,0.2,0.01,1,200,TRUE,-0.00137405690939792,0.926868106232104,0.927963598272502,0.998763533871071,1.41429784279669,TRUE,"Positive DD"
0.01,4,1000,0.2,0.01,1,200,TRUE,-0.0352789839617954,0.773921857360702,0.921470134025168,0.646609997007083,1.35601216582373,TRUE,"Positive DD"
0.1,4,1000,0.2,0.01,1,200,TRUE,-0.0363232928121713,0.860588337289141,0.919995592740017,0.864002417165837,1.3369141677144,TRUE,"Positive DD"
0.3,4,1000,0.2,0.01,1,200,TRUE,-0.0228649525461481,0.893689835451183,0.919207081271554,0.936856558829168,1.38865347720677,TRUE,"Positive DD"
0.5,4,1000,0.2,0.01,1,200,TRUE,-0.0142030769377958,0.903081541119265,0.915727467159152,0.966842933090061,1.3203806155452,TRUE,"Positive DD"
0.7,4,1000,0.2,0.01,1,200,TRUE,-0.00697719156845727,0.913383461704741,0.919716833251599,0.985048659699854,1.35392524385917,TRUE,"Positive DD"
0.9,4,1000,0.2,0.01,1,200,TRUE,-0.00165820927920375,0.929753689596781,0.93110863963983,0.995699344621574,1.31865221833829,TRUE,"Positive DD"
0.99,4,1000,0.2,0.01,1,200,TRUE,0,0.924057820192896,0.924057820192896,0.999605004804719,1.34929227509115,TRUE,"Positive DD"
0.01,-4,100,0.05,0.1,1,5,TRUE,NA,NA,0.479415200202955,1.03359170220998e-05,2.80370987126939,FALSE,"Negative DD"
0.1,-4,100,0.05,0.1,1,5,TRUE,NA,NA,0.502829434019485,6.46450463971104e-05,2.75557669086811,FALSE,"Negative DD"
0.3,-4,100,0.05,0.1,1,5,TRUE,NA,NA,0.476471503251107,5.70975383611846e-05,2.81125793686596,FALSE,"Negative DD"
0.5,-4,100,0.05,0.1,1,5,TRUE,-0.00313629356714992,-11.9470837354298,0.486741233529986,0.00203980621931317,2.59486545971538,TRUE,"Negative DD"
0.7,-4,100,0.05,0.1,1,5,TRUE,NA,NA,0.520697902752958,0.00937244262289207,2.35295461688256,FALSE,"Negative DD"
0.9,-4,100,0.05,0.1,1,5,TRUE,0.0291193317235705,0.715420973980835,0.515292996708689,0.0279156980869947,2.50152856602842,TRUE,"Negative DD"
0.99,-4,100,0.05,0.1,1,5,TRUE,0.0733685033067038,0.875433763021213,0.55178189138541,0.0379762357851859,2.1603391553719,TRUE,"Negative DD"
0.01,-1,100,0.05,0.1,1,5,TRUE,NA,NA,0.467964833754118,9.21721083195195e-05,2.47367741082299,FALSE,"Negative DD"
0.1,-1,100,0.05,0.1,1,5,TRUE,NA,NA,0.502510977783577,0.000242890364932523,2.94346971006765,FALSE,"Negative DD"
0.3,-1,100,0.05,0.1,1,5,TRUE,NA,NA,0.463002145385958,0.00365053316256655,2.75485769668454,FALSE,"Negative DD"
0.5,-1,100,0.05,0.1,1,5,TRUE,NA,NA,0.481767379069678,0.0100964292681841,2.76563994181605,FALSE,"Negative DD"
0.7,-1,100,0.05,0.1,1,5,TRUE,-0.00973920925345543,-0.0106872945556743,0.418787375433585,0.0253151342592592,2.6504311577484,TRUE,"Negative DD"
0.9,-1,100,0.05,0.1,1,5,TRUE,-0.00313629356714992,-11.9470837354298,0.509475352645308,0.0379696597817653,2.86485080310519,TRUE,"Negative DD"
0.99,-1,100,0.05,0.1,1,5,TRUE,0.0766470774428996,0.65410446855755,0.54751463921674,0.146939857107803,1.78373005562537,TRUE,"Negative DD"
0.01,-0.4,100,0.05,0.1,1,5,TRUE,-0.00343498819259277,-11.9470837354298,0.41760589452369,0.00186032032800397,2.92847542269579,TRUE,"Negative DD"
0.1,-0.4,100,0.05,0.1,1,5,TRUE,-0.00338131650208351,-11.9470837354298,0.456127760988453,0.0191410908823827,2.77278012842247,TRUE,"Negative DD"
0.3,-0.4,100,0.05,0.1,1,5,TRUE,-0.0124749167962173,-0.65059364083775,0.553263755017029,0.0572499770529309,2.52482497382876,TRUE,"Negative DD"
0.5,-0.4,100,0.05,0.1,1,5,TRUE,-0.0202809200310726,-0.119735143155969,0.505962007361655,0.137242163875369,2.84799873438164,TRUE,"Negative DD"
0.7,-0.4,100,0.05,0.1,1,5,TRUE,0.0139874196616654,0.516111158433029,0.545196117650868,0.204135735282036,2.67956218243755,TRUE,"Negative DD"
0.9,-0.4,100,0.05,0.1,1,5,TRUE,-0.0477247337274783,0.320738883135291,0.450427916787614,0.49370056062433,2.84614559150302,TRUE,"Negative DD"
0.99,-0.4,100,0.05,0.1,1,5,TRUE,-0.0225262544082532,0.570665634290897,0.584818061288639,0.924191242990147,2.85581872388142,TRUE,"Negative DD"
0.01,0,100,0.05,0.1,1,5,TRUE,NA,NA,0.550038060460924,0.01,2.83610072206329,FALSE,"Constant death"
0.1,0,100,0.05,0.1,1,5,TRUE,-0.0159120776568636,-13.1086093822803,0.518903915330097,0.1,2.55869184608219,TRUE,"Constant death"
0.3,0,100,0.05,0.1,1,5,TRUE,-0.0513046313380843,-0.10950210520815,0.509011417750903,0.3,2.82280277380953,TRUE,"Constant death"
0.5,0,100,0.05,0.1,1,5,TRUE,-0.0706161256856177,0.163775071076485,0.415695807437497,0.5,2.94741984618635,TRUE,"Constant death"
0.7,0,100,0.05,0.1,1,5,TRUE,-0.0658372736913614,0.330642077904986,0.538717130680239,0.7,2.76526635931917,TRUE,"Constant death"
0.9,0,100,0.05,0.1,1,5,TRUE,-0.118386283439545,0.218981246702047,0.420483309279473,0.9,2.72483126582789,TRUE,"Constant death"
0.99,0,100,0.05,0.1,1,5,TRUE,-0.0184351035753286,0.538236193888869,0.561256758018823,0.99,2.80090592724119,TRUE,"Constant death"
0.01,0.4,100,0.05,0.1,1,5,TRUE,-0.0182925447768218,-0.799846709918839,0.420340598367901,0.131894326105588,2.80586615636352,TRUE,"Positive DD"
0.1,0.4,100,0.05,0.1,1,5,TRUE,-0.0765691999389766,0.172751069855083,0.448832719734564,0.547340213191103,2.76784541691632,TRUE,"Positive DD"
0.3,0.4,100,0.05,0.1,1,5,TRUE,-0.100597678596404,0.238647749336313,0.515691418762434,0.714476326465013,2.93481748552959,TRUE,"Positive DD"
0.5,0.4,100,0.05,0.1,1,5,TRUE,-0.143748927025688,0.0727291645788532,0.493183562402531,0.851674231624675,2.92157749989034,TRUE,"Positive DD"
0.7,0.4,100,0.05,0.1,1,5,TRUE,-0.0723607010628543,0.479498126540486,0.592520374763472,0.94529792562129,2.53646136490531,TRUE,"Positive DD"
0.9,0.4,100,0.05,0.1,1,5,TRUE,0,0.596870382880736,0.596870382880736,0.984163403761354,2.59858574490549,TRUE,"Positive DD"
0.99,0.4,100,0.05,0.1,1,5,TRUE,0,0.519168930738826,0.519168930738826,0.998753366453067,2.34503881962643,TRUE,"Positive DD"
0.01,1,100,0.05,0.1,1,5,TRUE,-0.0505396741362493,0.401992782847794,0.463002145385958,0.865134618427474,2.93214525042943,TRUE,"Positive DD"
0.1,1,100,0.05,0.1,1,5,TRUE,-0.0402476716175366,0.550284092906399,0.603651711365378,0.967744719895233,2.89977965389116,TRUE,"Positive DD"
0.3,1,100,0.05,0.1,1,5,TRUE,-0.0678806856653979,0.363616664935447,0.452837019754176,0.977377546722005,2.49057873203975,TRUE,"Positive DD"
0.5,1,100,0.05,0.1,1,5,TRUE,0,0.474286677251761,0.474286677251761,0.992851334964708,2.84475833946638,TRUE,"Positive DD"
0.7,1,100,0.05,0.1,1,5,TRUE,0,0.518769235199704,0.518769235199704,0.99706126082976,2.500567667343,TRUE,"Positive DD"
0.9,1,100,0.05,0.1,1,5,TRUE,0,0.585689105288464,0.585689105288464,0.9989311182663,2.7381893670644,TRUE,"Positive DD"
0.99,1,100,0.05,0.1,1,5,TRUE,0,0.523927241446297,0.523927241446297,0.999828122018422,2.19350167928692,TRUE,"Positive DD"
0.01,4,100,0.05,0.1,1,5,TRUE,-0.0196095761618031,0.524096878779269,0.549267199075088,0.958766653723567,2.38748171578283,TRUE,"Positive DD"
0.1,4,100,0.05,0.1,1,5,TRUE,0,0.61793030838436,0.61793030838436,0.996666582215839,2.78931618494949,TRUE,"Positive DD"
0.3,4,100,0.05,0.1,1,5,TRUE,0,0.514593417464127,0.514593417464127,0.997354044612102,2.68784316543118,TRUE,"Positive DD"
0.5,4,100,0.05,0.1,1,5,TRUE,0,0.451952825391721,0.451952825391721,0.999994081321628,2.91573225981857,TRUE,"Positive DD"
0.7,4,100,0.05,0.1,1,5,TRUE,0,0.469718726144778,0.469718726144778,0.999009714284589,2.58441532164661,TRUE,"Positive DD"
0.9,4,100,0.05,0.1,1,5,TRUE,0,0.526585181049271,0.526585181049271,0.999919110094387,2.57885854155071,TRUE,"Positive DD"
0.99,4,100,0.05,0.1,1,5,TRUE,0,0.356084366561766,0.356084366561766,0.999989505644175,2.76680953579254,TRUE,"Positive DD"
0.01,-4,1000,0.05,0.1,1,50,TRUE,NA,NA,0.469004103167604,1.00160137702321e-05,2.76642371482061,FALSE,"Negative DD"
0.1,-4,1000,0.05,0.1,1,50,TRUE,NA,NA,0.507615630228817,0.000281771187184321,2.58370312413287,FALSE,"Negative DD"
0.3,-4,1000,0.05,0.1,1,50,TRUE,NA,NA,0.479616033226055,0.000774430950828038,2.68181680906538,FALSE,"Negative DD"
0.5,-4,1000,0.05,0.1,1,50,TRUE,-0.000639836951547622,0.0222012647297575,0.454028906782014,0.00121197130416196,2.70248049659392,TRUE,"Negative DD"
0.7,-4,1000,0.05,0.1,1,50,TRUE,-0.000351876839241211,-11.9470837354298,0.511683157298274,0.00117941834856143,2.78769399871848,TRUE,"Negative DD"
0.9,-4,1000,0.05,0.1,1,50,TRUE,0.00225454878843788,0.550709501279161,0.507669814802303,0.009293486542329,2.61583618343148,TRUE,"Negative DD"
0.99,-4,1000,0.05,0.1,1,50,TRUE,0.0138601934951625,0.712027239048105,0.505225418105193,0.0323959986229688,2.66188616341983,TRUE,"Negative DD"
0.01,-1,1000,0.05,0.1,1,50,TRUE,NA,NA,0.490444379233336,0.000133260030086223,2.62368550666387,FALSE,"Negative DD"
