"S","M","Amu","d_z","P.alpha","P.gamma","P.slope","E.slope","type"
100,100,-0.9,2.8,5e-04,0,-5e-05,-0.005,"Positive DD"
10,10,-0.5,2.8,0.0533333333333333,0,-0.00533333333333333,-0.05,"Positive DD"
100,10,-0.5,2.8,0,0,0,0,"Positive DD"
10,100,-0.5,2.8,0.047547619047619,0,-0.0047547619047619,-0.042,"Positive DD"
100,100,-0.5,2.8,0.0021829169102168,0,-0.00021829169102168,-0.021,"Positive DD"
10,10,-0.1,2.8,0.170833333333333,0,-0.0170833333333333,-0.11,"Positive DD"
100,10,-0.1,2.8,0.0126544494816313,0,-0.00126544494816313,-0.12,"Positive DD"
10,100,-0.1,2.8,0.409555555555556,0,-0.0409555555555556,-0.248,"Positive DD"
100,100,-0.1,2.8,0.0184922759056806,0,-0.00184922759056806,-0.177,"Positive DD"
10,10,-0.9,3,0.01,0,-0.001,-0.01,"Positive DD"
100,10,-0.9,3,0,0,0,0,"Positive DD"
10,100,-0.9,3,0.0176666666666667,0,-0.00176666666666667,-0.017,"Positive DD"
100,100,-0.9,3,0,0,0,0,"Positive DD"
10,10,-0.5,3,0.0558333333333333,0,-0.00558333333333333,-0.05,"Positive DD"
100,10,-0.5,3,0,0,0,0,"Positive DD"
10,100,-0.5,3,0.0746984126984127,0,-0.00746984126984127,-0.053,"Positive DD"
100,100,-0.5,3,0,0,0,0,"Positive DD"
10,10,-0.1,3,0.164880952380952,0,-0.0164880952380952,-0.12,"Positive DD"
100,10,-0.1,3,0.0415180631362665,0,-0.00415180631362665,-0.39,"Positive DD"
10,100,-0.1,3,0.240563492063492,0,-0.0240563492063492,-0.184,"Positive DD"
100,100,-0.1,3,0.0255826192137965,0,-0.00255826192137965,-0.251,"Positive DD"
10,10,-0.9,1,NA,0.857142857142857,NA,0.53,"Negative DD"
100,10,-0.9,1,0.858333333333333,0.84375,-0.00145833333333333,2.39,"Negative DD"
10,100,-0.9,1,NA,0,NA,-0.039,"Negative DD"
100,100,-0.9,1,NA,0.677083333333333,NA,6.201,"Negative DD"
10,10,-0.5,1,0.766666666666667,0.444444444444444,-0.0322222222222222,0.21,"Negative DD"
100,10,-0.5,1,0.666666666666667,0.619047619047619,-0.00476190476190476,1.14,"Negative DD"
10,100,-0.5,1,NA,0,NA,-0.06,"Negative DD"
100,100,-0.5,1,0.503876262626263,0.08,-0.0423876262626263,0.509,"Negative DD"
10,10,-0.1,1,0.9,0.777777777777778,-0.0122222222222222,0.5,"Negative DD"
100,10,-0.1,1,0.75297619047619,0.708333333333333,-0.00446428571428571,2.9,"Negative DD"
10,100,-0.1,1,0.663916666666667,0,-0.0663916666666667,-0.324,"Negative DD"
100,100,-0.1,1,0.771085150960151,0.181818181818182,-0.0589266969141969,1.026,"Negative DD"
10,10,-0.9,1.2,NA,0.571428571428571,NA,0.32,"Negative DD"
100,10,-0.9,1.2,0.625,0.647058823529412,0.00220588235294118,0.96,"Negative DD"
10,100,-0.9,1.2,NA,0.1,NA,0.019,"Negative DD"
100,100,-0.9,1.2,NA,0.674157303370786,NA,5.816,"Negative DD"
10,10,-0.5,1.2,NA,0.571428571428571,NA,0.3,"Negative DD"
100,10,-0.5,1.2,0.623333333333333,0.586206896551724,-0.00371264367816092,1.44,"Negative DD"
10,100,-0.5,1.2,NA,0,NA,-0.091,"Negative DD"
100,100,-0.5,1.2,NA,0.64367816091954,NA,5.44,"Negative DD"
10,10,-0.1,1.2,NA,0.375,NA,0.17,"Negative DD"
100,10,-0.1,1.2,0.749047619047619,0.769230769230769,0.00201831501831502,2.61,"Negative DD"
10,100,-0.1,1.2,NA,0,NA,-0.147,"Negative DD"
100,100,-0.1,1.2,0.720442182817183,0.11,-0.0610442182817183,0.357,"Negative DD"
10,10,-0.9,1.4,0.783333333333333,0.625,-0.0158333333333333,0.31,"Negative DD"
100,10,-0.9,1.4,0.79718253968254,0.728813559322034,-0.00683689803605059,3.61,"Negative DD"
10,100,-0.9,1.4,NA,0,NA,-0.123,"Negative DD"
100,100,-0.9,1.4,0.948941417169183,0.21,-0.0738941417169183,-0.853,"Negative DD"
10,10,-0.5,1.4,0.748333333333333,0.6,-0.0148333333333333,0.37,"Negative DD"
100,10,-0.5,1.4,0.901666666666667,0.844827586206897,-0.005683908045977,4.18,"Negative DD"
10,100,-0.5,1.4,NA,0,NA,-0.079,"Negative DD"
100,100,-0.5,1.4,0.74377417027417,0.14,-0.060377417027417,0.834,"Negative DD"
10,10,-0.1,1.4,0.496428571428571,0.3,-0.0196428571428571,0.14,"Negative DD"
100,10,-0.1,1.4,0.584781746031746,0.386666666666667,-0.0198115079365079,2.03,"Negative DD"
10,100,-0.1,1.4,NA,0,NA,-0.276,"Negative DD"
100,100,-0.1,1.4,0.594546972732233,0.02,-0.0574546972732233,-1.064,"Negative DD"
10,10,-0.9,1.6,0.75,0.5,-0.025,0.31,"Negative DD"
100,10,-0.9,1.6,0.905272208178967,0.797872340425532,-0.0107399867753435,4.99,"Negative DD"
10,100,-0.9,1.6,NA,0,NA,-0.088,"Negative DD"
100,100,-0.9,1.6,NA,0.618556701030928,NA,5.68,"Negative DD"
10,10,-0.5,1.6,0.701666666666667,0.4,-0.0301666666666667,0.15,"Negative DD"
100,10,-0.5,1.6,0.643333333333333,0.548387096774194,-0.00949462365591398,1.48,"Negative DD"
10,100,-0.5,1.6,NA,0,NA,-0.101,"Negative DD"
100,100,-0.5,1.6,0.857436535686536,0.33,-0.0527436535686536,2.555,"Negative DD"
10,10,-0.1,1.6,0.716666666666667,0.4,-0.0316666666666667,0.15,"Negative DD"
100,10,-0.1,1.6,0.703247863247863,0.582089552238806,-0.0121158311009057,3,"Negative DD"
10,100,-0.1,1.6,0.601166666666667,0,-0.0601166666666667,-0.197,"Negative DD"
100,100,-0.1,1.6,0.940195862607838,0.24,-0.0700195862607838,-0.144,"Negative DD"
10,10,-0.9,1.8,NA,0.857142857142857,NA,0.51,"Negative DD"
100,10,-0.9,1.8,0.610689033189033,0.545454545454545,-0.00652344877344878,2.49,"Negative DD"
10,100,-0.9,1.8,NA,0,NA,-0.148,"Negative DD"
100,100,-0.9,1.8,0.88610827659079,0.08,-0.080610827659079,-1.166,"Negative DD"
10,10,-0.5,1.8,0.808333333333333,0.5,-0.0308333333333333,0.25,"Negative DD"
100,10,-0.5,1.8,0.856520467836257,0.741573033707865,-0.0114947434128392,5,"Negative DD"
10,100,-0.5,1.8,NA,0,NA,-0.082,"Negative DD"
100,100,-0.5,1.8,0.797354034854035,0.24,-0.0557354034854035,1.78,"Negative DD"
10,10,-0.1,1.8,0.432857142857143,0.1,-0.0332857142857143,-0.08,"Negative DD"
100,10,-0.1,1.8,0.802039938449549,0.622222222222222,-0.0179817716227327,3.87,"Negative DD"
10,100,-0.1,1.8,0.531031746031746,0,-0.0531031746031746,-0.314,"Negative DD"
100,100,-0.1,1.8,0.59506912043116,0.02,-0.057506912043116,-1.087,"Negative DD"
10,10,-0.9,2,0.488412698412698,0,-0.0488412698412698,-0.31,"Constant death"
100,10,-0.9,2,0.169019256465602,0,-0.0169019256465602,-0.83,"Constant death"
10,100,-0.9,2,0.296396825396825,0,-0.0296396825396825,-0.176,"Constant death"
100,100,-0.9,2,0.526337263957972,0,-0.0526337263957972,-2.508,"Constant death"
10,10,-0.5,2,0.558928571428571,0,-0.0558928571428571,-0.32,"Constant death"
100,10,-0.5,2,0.577707918395645,0.07,-0.0507707918395645,-2.55,"Constant death"
10,100,-0.5,2,0.363103174603175,0,-0.0363103174603175,-0.157,"Constant death"
100,100,-0.5,2,0.522385198611578,0,-0.0522385198611578,-3.79,"Constant death"
10,10,-0.1,2,0.696428571428571,0,-0.0696428571428571,-0.38,"Constant death"
100,10,-0.1,2,0.366119643061845,0.01,-0.0356119643061845,-1.84,"Constant death"
10,100,-0.1,2,NA,0,NA,-0.182,"Constant death"
100,100,-0.1,2,0.427921421863131,0,-0.0427921421863131,-1.883,"Constant death"
10,10,-0.9,2.2,0.303888888888889,0,-0.0303888888888889,-0.24,"Positive DD"
100,10,-0.9,2.2,0.0847976275983311,0,-0.00847976275983311,-0.76,"Positive DD"
10,100,-0.9,2.2,0.34140873015873,0,-0.034140873015873,-0.263,"Positive DD"
100,100,-0.9,2.2,0.0858621510709336,0,-0.00858621510709336,-0.775,"Positive DD"
10,10,-0.5,2.2,0.248015873015873,0,-0.0248015873015873,-0.21,"Positive DD"
100,10,-0.5,2.2,0.0797479998402209,0,-0.00797479998402209,-0.72,"Positive DD"
10,100,-0.5,2.2,0.160202380952381,0,-0.0160202380952381,-0.113,"Positive DD"
100,100,-0.5,2.2,0.115209963025566,0,-0.0115209963025566,-0.939,"Positive DD"
10,10,-0.1,2.2,0.215952380952381,0,-0.0215952380952381,-0.12,"Positive DD"
100,10,-0.1,2.2,0.244222443568553,0.01,-0.0234222443568553,-1.8,"Positive DD"
10,100,-0.1,2.2,0.496488095238095,0,-0.0496488095238095,-0.201,"Positive DD"
100,100,-0.1,2.2,0.226610982457873,0,-0.0226610982457873,-1.645,"Positive DD"
10,10,-0.9,2.4,0.0536111111111111,0,-0.00536111111111111,-0.05,"Positive DD"
100,10,-0.9,2.4,0.00802020202020202,0,-0.000802020202020202,-0.08,"Positive DD"
10,100,-0.9,2.4,0.0790833333333333,0,-0.00790833333333333,-0.076,"Positive DD"
100,100,-0.9,2.4,0.00845805179928891,0,-0.000845805179928891,-0.084,"Positive DD"
10,10,-0.5,2.4,0.119444444444444,0,-0.0119444444444444,-0.09,"Positive DD"
100,10,-0.5,2.4,0.00713382536707279,0,-0.000713382536707279,-0.07,"Positive DD"
10,100,-0.5,2.4,0.136376984126984,0,-0.0136376984126984,-0.105,"Positive DD"
100,100,-0.5,2.4,0.0230086302590584,0,-0.00230086302590584,-0.221,"Positive DD"
10,10,-0.1,2.4,0.197777777777778,0,-0.0197777777777778,-0.18,"Positive DD"
100,10,-0.1,2.4,0.0853900404231392,0,-0.00853900404231392,-0.8,"Positive DD"
10,100,-0.1,2.4,0.339373015873016,0,-0.0339373015873016,-0.249,"Positive DD"
100,100,-0.1,2.4,0.148402851891106,0,-0.0148402851891106,-1.299,"Positive DD"
10,10,-0.9,2.6,0.0353968253968254,0,-0.00353968253968254,-0.03,"Positive DD"
100,10,-0.9,2.6,0,0,0,0,"Positive DD"
10,100,-0.9,2.6,0.0680277777777778,0,-0.00680277777777778,-0.066,"Positive DD"
100,100,-0.9,2.6,0.000701010101010101,0,-7.01010101010101e-05,-0.007,"Positive DD"
10,10,-0.5,2.6,0.0646825396825397,0,-0.00646825396825397,-0.04,"Positive DD"
100,10,-0.5,2.6,0.00201010101010101,0,-0.000201010101010101,-0.02,"Positive DD"
10,100,-0.5,2.6,0.0803134920634921,0,-0.00803134920634921,-0.073,"Positive DD"
100,100,-0.5,2.6,0.00300707070707071,0,-0.000300707070707071,-0.03,"Positive DD"
10,10,-0.1,2.6,0.1325,0,-0.01325,-0.07,"Positive DD"
100,10,-0.1,2.6,0.0664080177653172,0,-0.00664080177653172,-0.56,"Positive DD"
10,100,-0.1,2.6,0.278305555555556,0,-0.0278305555555556,-0.19,"Positive DD"
100,100,-0.1,2.6,0.0520069340689306,0,-0.00520069340689306,-0.483,"Positive DD"
10,10,-0.9,2.8,0.0511111111111111,0,-0.00511111111111111,-0.05,"Positive DD"
100,10,-0.9,2.8,0,0,0,0,"Positive DD"
10,100,-0.9,2.8,0.026,0,-0.0026,-0.025,"Positive DD"
100,100,-0.9,2.8,6e-04,0,-6e-05,-0.006,"Positive DD"
10,10,-0.5,2.8,0.04,0,-0.004,-0.04,"Positive DD"
100,10,-0.5,2.8,0.001,0,-1e-04,-0.01,"Positive DD"
10,100,-0.5,2.8,0.0973333333333333,0,-0.00973333333333333,-0.094,"Positive DD"
100,100,-0.5,2.8,0.000804040404040404,0,-8.04040404040404e-05,-0.008,"Positive DD"
10,10,-0.1,2.8,0.234285714285714,0,-0.0234285714285714,-0.18,"Positive DD"
100,10,-0.1,2.8,0.0821603305543252,0,-0.00821603305543252,-0.67,"Positive DD"
10,100,-0.1,2.8,0.205178571428571,0,-0.0205178571428571,-0.137,"Positive DD"
100,100,-0.1,2.8,0.0388244218878298,0,-0.00388244218878298,-0.378,"Positive DD"
10,10,-0.9,3,0.0361111111111111,0,-0.00361111111111111,-0.03,"Positive DD"
100,10,-0.9,3,0,0,0,0,"Positive DD"
10,100,-0.9,3,0.0207777777777778,0,-0.00207777777777778,-0.02,"Positive DD"
100,100,-0.9,3,1e-04,0,-1e-05,-0.001,"Positive DD"
10,10,-0.5,3,0.0472222222222222,0,-0.00472222222222222,-0.04,"Positive DD"
100,10,-0.5,3,0,0,0,0,"Positive DD"
10,100,-0.5,3,0.0409404761904762,0,-0.00409404761904762,-0.035,"Positive DD"
100,100,-0.5,3,0,0,0,0,"Positive DD"
10,10,-0.1,3,0.39281746031746,0,-0.039281746031746,-0.3,"Positive DD"
100,10,-0.1,3,0.016325960629992,0,-0.0016325960629992,-0.14,"Positive DD"
10,100,-0.1,3,0.308920634920635,0,-0.0308920634920635,-0.22,"Positive DD"
100,100,-0.1,3,0.0355530235158895,0,-0.00355530235158895,-0.348,"Positive DD"
10,10,-0.9,1,NA,0.6,NA,0.23,"Negative DD"
100,10,-0.9,1,0.891666666666667,0.88,-0.00116666666666666,1.94,"Negative DD"
10,100,-0.9,1,NA,0,NA,-0.119,"Negative DD"
100,100,-0.9,1,0.963494132628439,0.49,-0.0473494132628439,3.065,"Negative DD"
10,10,-0.5,1,NA,0.428571428571429,NA,0.22,"Negative DD"
100,10,-0.5,1,NA,0.733333333333333,NA,0.99,"Negative DD"
10,100,-0.5,1,NA,0.1,NA,-0.004,"Negative DD"
100,100,-0.5,1,NA,0.648351648351648,NA,5.691,"Negative DD"
10,10,-0.1,1,NA,0.714285714285714,NA,0.43,"Negative DD"
100,10,-0.1,1,0.814206349206349,0.736842105263158,-0.00773642439431913,3.43,"Negative DD"
10,100,-0.1,1,NA,0.2,NA,-0.067,"Negative DD"
100,100,-0.1,1,0.668387445887446,0.247422680412371,-0.0420964765475075,2.055,"Negative DD"
10,10,-0.9,1.2,NA,0.5,NA,0.31,"Negative DD"
100,10,-0.9,1.2,NA,0.444444444444444,NA,0.36,"Negative DD"
10,100,-0.9,1.2,NA,0.3,NA,0.122,"Negative DD"
100,100,-0.9,1.2,0.827814574314574,0.25,-0.0577814574314574,1.919,"Negative DD"
10,10,-0.5,1.2,NA,0.428571428571429,NA,0.2,"Negative DD"
100,10,-0.5,1.2,0.433333333333333,0.421052631578947,-0.0012280701754386,0.7,"Negative DD"
10,100,-0.5,1.2,NA,0.1,NA,-0.031,"Negative DD"
100,100,-0.5,1.2,NA,0.510416666666667,NA,4.548,"Negative DD"
10,10,-0.1,1.2,0.818333333333333,0.6,-0.0218333333333333,0.28,"Negative DD"
100,10,-0.1,1.2,0.794257131757132,0.7,-0.00942571317571318,4.05,"Negative DD"
10,100,-0.1,1.2,NA,0,NA,-0.161,"Negative DD"
100,100,-0.1,1.2,0.808322882999354,0.19,-0.0618322882999354,1.059,"Negative DD"
10,10,-0.9,1.4,0.775,0.5,-0.0275,0.22,"Negative DD"
100,10,-0.9,1.4,NA,0.933333333333333,NA,1.23,"Negative DD"
10,100,-0.9,1.4,NA,0,NA,-0.103,"Negative DD"
100,100,-0.9,1.4,NA,0.73134328358209,NA,4.798,"Negative DD"
10,10,-0.5,1.4,NA,0.333333333333333,NA,0.07,"Negative DD"
100,10,-0.5,1.4,0.777634032634033,0.676056338028169,-0.0101577694605864,3.84,"Negative DD"
10,100,-0.5,1.4,NA,0,NA,-0.128,"Negative DD"
100,100,-0.5,1.4,0.706904761904762,0.191919191919192,-0.051498556998557,1.499,"Negative DD"
10,10,-0.1,1.4,0.762380952380952,0.2,-0.0562380952380952,-0.25,"Negative DD"
100,10,-0.1,1.4,0.69047619047619,0.645161290322581,-0.00453149001536098,1.69,"Negative DD"
10,100,-0.1,1.4,0.727583333333333,0,-0.0727583333333333,-0.366,"Negative DD"
100,100,-0.1,1.4,0.727129954136365,0.09,-0.0637129954136365,-0.277,"Negative DD"
10,10,-0.9,1.6,0.75,0.6,-0.015,0.44,"Negative DD"
100,10,-0.9,1.6,0.761111111111111,0.673076923076923,-0.00880341880341879,2.85,"Negative DD"
10,100,-0.9,1.6,NA,0,NA,-0.253,"Negative DD"
100,100,-0.9,1.6,0.910701548451548,0.49,-0.0420701548451548,4.053,"Negative DD"
10,10,-0.5,1.6,0.851666666666667,0.7,-0.0151666666666667,0.43,"Negative DD"
100,10,-0.5,1.6,0.896529581529582,0.841269841269841,-0.00552597402597402,4.44,"Negative DD"
10,100,-0.5,1.6,NA,0,NA,-0.146,"Negative DD"
100,100,-0.5,1.6,0.552571428571429,0.153061224489796,-0.0399510204081633,1.223,"Negative DD"
10,10,-0.1,1.6,0.466904761904762,0,-0.0466904761904762,-0.16,"Negative DD"
100,10,-0.1,1.6,0.909186507936508,0.807692307692308,-0.01014942002442,4.71,"Negative DD"
10,100,-0.1,1.6,0.576369047619048,0,-0.0576369047619048,-0.22,"Negative DD"
100,100,-0.1,1.6,0.774419710866376,0.07,-0.0704419710866376,-0.673,"Negative DD"
10,10,-0.9,1.8,0.571666666666667,0.222222222222222,-0.0349444444444444,0,"Negative DD"
100,10,-0.9,1.8,0.763571151071151,0.452631578947368,-0.0310939572123783,2,"Negative DD"
10,100,-0.9,1.8,NA,0,NA,-0.12,"Negative DD"
100,100,-0.9,1.8,0.914570314035585,0.25,-0.0664570314035585,1.079,"Negative DD"
10,10,-0.5,1.8,NA,0.444444444444444,NA,0.13,"Negative DD"
100,10,-0.5,1.8,0.787208841670602,0.5,-0.0287208841670602,2.57,"Negative DD"
10,100,-0.5,1.8,0.609047619047619,0,-0.0609047619047619,-0.219,"Negative DD"
100,100,-0.5,1.8,0.803602036852037,0.21,-0.0593602036852037,1.449,"Negative DD"
10,10,-0.1,1.8,NA,0.4,NA,0.27,"Negative DD"
100,10,-0.1,1.8,0.778485070141417,0.614457831325301,-0.0164027238816116,3.72,"Negative DD"
10,100,-0.1,1.8,NA,0,NA,-0.137,"Negative DD"
100,100,-0.1,1.8,0.761158105363354,0.1,-0.0661158105363354,-0.407,"Negative DD"
10,10,-0.9,2,0.452301587301587,0,-0.0452301587301587,-0.31,"Constant death"
100,10,-0.9,2,0.504180817721441,0.101010101010101,-0.0403170716711339,-0.98,"Constant death"
10,100,-0.9,2,0.565595238095238,0,-0.0565595238095238,-0.219,"Constant death"
100,100,-0.9,2,0.598635874143405,0,-0.0598635874143405,-2.675,"Constant death"
10,10,-0.5,2,0.623214285714286,0.1,-0.0523214285714286,-0.31,"Constant death"
100,10,-0.5,2,0.373820904341119,0.01,-0.0363820904341119,-2.38,"Constant death"
10,100,-0.5,2,0.722357142857143,0,-0.0722357142857143,-0.492,"Constant death"
100,100,-0.5,2,0.609576061301573,0,-0.0609576061301573,-2.271,"Constant death"
10,10,-0.1,2,0.254285714285714,0.1,-0.0154285714285714,-0.05,"Constant death"
100,10,-0.1,2,0.512733977841103,0.02,-0.0492733977841103,-2.32,"Constant death"
10,100,-0.1,2,0.502797619047619,0,-0.0502797619047619,-0.198,"Constant death"
100,100,-0.1,2,0.336470310230712,0,-0.0336470310230712,-1.903,"Constant death"
10,10,-0.9,2.2,0.279246031746032,0,-0.0279246031746032,-0.2,"Positive DD"
100,10,-0.9,2.2,0.0360084571646665,0,-0.00360084571646665,-0.32,"Positive DD"
10,100,-0.9,2.2,0.212634920634921,0,-0.0212634920634921,-0.15,"Positive DD"
100,100,-0.9,2.2,0.0834239261740214,0,-0.00834239261740214,-0.776,"Positive DD"
10,10,-0.5,2.2,0.305555555555556,0,-0.0305555555555556,-0.23,"Positive DD"
100,10,-0.5,2.2,0.113394060066535,0,-0.0113394060066535,-0.93,"Positive DD"
10,100,-0.5,2.2,0.172880952380952,0,-0.0172880952380952,-0.102,"Positive DD"
100,100,-0.5,2.2,0.0923212878429286,0,-0.00923212878429286,-0.872,"Positive DD"
10,10,-0.1,2.2,0.502857142857143,0,-0.0502857142857143,-0.27,"Positive DD"
100,10,-0.1,2.2,0.139484792900617,0,-0.0139484792900617,-1.18,"Positive DD"
10,100,-0.1,2.2,0.461047619047619,0,-0.0461047619047619,-0.297,"Positive DD"
100,100,-0.1,2.2,0.285352254373873,0,-0.0285352254373873,-2.162,"Positive DD"
10,10,-0.9,2.4,0.117222222222222,0,-0.0117222222222222,-0.11,"Positive DD"
100,10,-0.9,2.4,0.0040829346092504,0,-0.00040829346092504,-0.04,"Positive DD"
10,100,-0.9,2.4,0.0932222222222222,0,-0.00932222222222222,-0.076,"Positive DD"
100,100,-0.9,2.4,0.00502240902609091,0,-0.000502240902609091,-0.05,"Positive DD"
10,10,-0.5,2.4,0.267936507936508,0,-0.0267936507936508,-0.19,"Positive DD"
100,10,-0.5,2.4,0.0162966717458617,0,-0.00162966717458617,-0.16,"Positive DD"
10,100,-0.5,2.4,0.26547619047619,0,-0.026547619047619,-0.201,"Positive DD"
100,100,-0.5,2.4,0.0126958191756783,0,-0.00126958191756783,-0.125,"Positive DD"
10,10,-0.1,2.4,0.464087301587302,0,-0.0464087301587302,-0.36,"Positive DD"
100,10,-0.1,2.4,0.106982944418792,0,-0.0106982944418792,-0.95,"Positive DD"
10,100,-0.1,2.4,0.391813492063492,0,-0.0391813492063492,-0.219,"Positive DD"
100,100,-0.1,2.4,0.139283959834554,0,-0.0139283959834554,-1.295,"Positive DD"
10,10,-0.9,2.6,0.0522222222222222,0,-0.00522222222222222,-0.05,"Positive DD"
100,10,-0.9,2.6,0.004,0,-4e-04,-0.04,"Positive DD"
10,100,-0.9,2.6,0.0736944444444445,0,-0.00736944444444444,-0.071,"Positive DD"
100,100,-0.9,2.6,0.0012030303030303,0,-0.00012030303030303,-0.012,"Positive DD"
10,10,-0.5,2.6,0.173611111111111,0,-0.0173611111111111,-0.13,"Positive DD"
100,10,-0.5,2.6,0.012010101010101,0,-0.0012010101010101,-0.12,"Positive DD"
10,100,-0.5,2.6,0.0721031746031746,0,-0.00721031746031746,-0.064,"Positive DD"
100,100,-0.5,2.6,0.00381216244073387,0,-0.000381216244073387,-0.038,"Positive DD"
10,10,-0.1,2.6,0.510912698412698,0,-0.0510912698412698,-0.31,"Positive DD"
100,10,-0.1,2.6,0.0337088057371474,0,-0.00337088057371474,-0.32,"Positive DD"
10,100,-0.1,2.6,0.257190476190476,0,-0.0257190476190476,-0.217,"Positive DD"
100,100,-0.1,2.6,0.0605992753674567,0,-0.00605992753674567,-0.569,"Positive DD"
10,10,-0.9,2.8,0.01,0,-0.001,-0.01,"Positive DD"
100,10,-0.9,2.8,0.001,0,-1e-04,-0.01,"Positive DD"
10,100,-0.9,2.8,0.0313333333333333,0,-0.00313333333333333,-0.031,"Positive DD"
100,100,-0.9,2.8,8e-04,0,-8e-05,-0.008,"Positive DD"
10,10,-0.5,2.8,0.0536111111111111,0,-0.00536111111111111,-0.05,"Positive DD"
100,10,-0.5,2.8,0.001,0,-1e-04,-0.01,"Positive DD"
10,100,-0.5,2.8,0.066531746031746,0,-0.0066531746031746,-0.059,"Positive DD"
100,100,-0.5,2.8,0.0012,0,-0.00012,-0.012,"Positive DD"
10,10,-0.1,2.8,0.235714285714286,0,-0.0235714285714286,-0.15,"Positive DD"
100,10,-0.1,2.8,0.0537982678725644,0,-0.00537982678725644,-0.52,"Positive DD"
10,100,-0.1,2.8,0.29252380952381,0,-0.029252380952381,-0.23,"Positive DD"
100,100,-0.1,2.8,0.0436185954592825,0,-0.00436185954592825,-0.41,"Positive DD"
10,10,-0.9,3,0.02,0,-0.002,-0.02,"Positive DD"
100,10,-0.9,3,0,0,0,0,"Positive DD"
10,100,-0.9,3,0.0296666666666667,0,-0.00296666666666667,-0.029,"Positive DD"
100,100,-0.9,3,0,0,0,0,"Positive DD"
10,10,-0.5,3,0.0111111111111111,0,-0.00111111111111111,-0.01,"Positive DD"
100,10,-0.5,3,0,0,0,0,"Positive DD"
10,100,-0.5,3,0.0140952380952381,0,-0.00140952380952381,-0.013,"Positive DD"
100,100,-0.5,3,3e-04,0,-3e-05,-0.003,"Positive DD"
10,10,-0.1,3,0.271865079365079,0,-0.0271865079365079,-0.21,"Positive DD"
100,10,-0.1,3,0.0459639000209499,0,-0.00459639000209499,-0.45,"Positive DD"
10,100,-0.1,3,0.222373015873016,0,-0.0222373015873016,-0.153,"Positive DD"
100,100,-0.1,3,0.0190116282486128,0,-0.00190116282486128,-0.188,"Positive DD"
10,10,-0.9,1,NA,0.666666666666667,NA,0.35,"Negative DD"
100,10,-0.9,1,NA,0.944444444444444,NA,1.51,"Negative DD"
10,100,-0.9,1,NA,0,NA,-0.168,"Negative DD"
100,100,-0.9,1,NA,0.697674418604651,NA,2.959,"Negative DD"
10,10,-0.5,1,0.573333333333333,0.3,-0.0273333333333333,0.13,"Negative DD"
100,10,-0.5,1,NA,0.722222222222222,NA,1.13,"Negative DD"
10,100,-0.5,1,NA,0,NA,-0.162,"Negative DD"
100,100,-0.5,1,NA,0.42,NA,3.869,"Negative DD"
10,10,-0.1,1,0.656666666666667,0.555555555555556,-0.0101111111111111,0.36,"Negative DD"
100,10,-0.1,1,0.543333333333333,0.575757575757576,0.00324242424242425,1.69,"Negative DD"
10,100,-0.1,1,NA,0,NA,-0.17,"Negative DD"
100,100,-0.1,1,0.633409608236621,0.05,-0.0583409608236621,-0.269,"Negative DD"
10,10,-0.9,1.2,0.725,0.625,-0.01,0.37,"Negative DD"
100,10,-0.9,1.2,0.879761904761905,0.844444444444444,-0.00353174603174603,3.28,"Negative DD"
10,100,-0.9,1.2,NA,0,NA,-0.111,"Negative DD"
100,100,-0.9,1.2,NA,0.65625,NA,5.975,"Negative DD"
10,10,-0.5,1.2,NA,0.222222222222222,NA,0.04,"Negative DD"
100,10,-0.5,1.2,0.95,0.941176470588235,-0.000882352941176467,1.42,"Negative DD"
10,100,-0.5,1.2,NA,0,NA,-0.221,"Negative DD"
100,100,-0.5,1.2,NA,0.474747474747475,NA,4.367,"Negative DD"
10,10,-0.1,1.2,0.825,0.666666666666667,-0.0158333333333333,0.32,"Negative DD"
100,10,-0.1,1.2,0.774128959276018,0.617283950617284,-0.0156845008658734,3.77,"Negative DD"
10,100,-0.1,1.2,NA,0,NA,-0.199,"Negative DD"
100,100,-0.1,1.2,0.629191280941281,0.0606060606060606,-0.056858522033522,-0.00599999999999996,"Negative DD"
10,10,-0.9,1.4,NA,0.2,NA,0.09,"Negative DD"
100,10,-0.9,1.4,NA,0.777777777777778,NA,1.25,"Negative DD"
10,100,-0.9,1.4,NA,0,NA,-0.09,"Negative DD"
100,100,-0.9,1.4,NA,0.456521739130435,NA,4.051,"Negative DD"
10,10,-0.5,1.4,0.658333333333333,0.222222222222222,-0.0436111111111111,0.04,"Negative DD"
100,10,-0.5,1.4,0.895436507936508,0.865384615384615,-0.00300518925518926,3.91,"Negative DD"
10,100,-0.5,1.4,NA,0,NA,-0.136,"Negative DD"
100,100,-0.5,1.4,0.802968253968254,0.35,-0.0452968253968254,3.084,"Negative DD"
10,10,-0.1,1.4,0.924047619047619,0.6,-0.0324047619047619,0.19,"Negative DD"
100,10,-0.1,1.4,0.917453102453102,0.873239436619718,-0.00442136658333842,4.98,"Negative DD"
10,100,-0.1,1.4,0.734583333333333,0,-0.0734583333333333,-0.372,"Negative DD"
100,100,-0.1,1.4,0.853642580920838,0.11,-0.0743642580920838,-1.158,"Negative DD"
10,10,-0.9,1.6,NA,0.5,NA,0.15,"Negative DD"
100,10,-0.9,1.6,0.816666666666667,0.789473684210526,-0.00271929824561403,1.33,"Negative DD"
10,100,-0.9,1.6,0.703071428571429,0,-0.0703071428571429,-0.256,"Negative DD"
